ID,Set,Description
LIE ON A SURFACE12X,,
LIE ON A SURFACE13X,,
LIE ON A SURFACE14X,,
LIE ON A SURFACE15X,,
LIE ON A SURFACE16X,,
LIE ON A SURFACE17X,,
LIE ON A SURFACE18X,,
LIE ON A SURFACE19X,,
LIE ON A SURFACE21,,
PUT1,"COMPLEX, GEN","A ""moʔin"" set -- ZJO
causative + sit - NCP"
PUT1.5,,
PUT2,,
PUT3,,
PUT4,,"A ""noŋ"" set, where initial ""jo-"" is the old absolutive prefix for monosyllabic verb roots, which many languages have reanalyzed as part of the root -- ZJO"
PUT5,"COMPOUND, GEN","A ""no + katu"" set -- ZJO"
PUT6X,,
PUT7,,
PUT8,,
PUT9,,
PUT10,,
PUT11X,,
PUT12,,
PUT13,,
PUT14,,
PUT15,,
PUT16,,
PUT17,,
PUT18,,
PUT19X,,
PUT20X,,
PUT21X,,
PUT22X,,
PUT23X,,
PUT25X,,
PUT26X,,
PUT27X,,
TURN1,,"A ""yereβ"" set -- ZJO"
TURN5,,"A ""βak"" set -- ZJO"
TURN2,,
TURN3,,
TURN4,,
TURN6X,,
TURN7,,
TURN8,,
TURN8.5X,,
TURN9,,
TURN10,,
TURN11,,
TURN12,,
TURN13,,
TURN14,,
TURN15X,,
TWIST1,,
TWIST2,,
TWIST3,,"A ""pepɨɾ"" set -- ZJO"
TWIST4,,"A ""poká"" set -- ZJO"
TWIST5,,
TWIST6,,"A ""pɨɾɨɾɨ"" set -- ZJO"
TWIST7,,
TWIST8,,
TWIST9,,
TWIST10,,
TWIST11,,
TWIST12X,,
TWIST15,,
TWIST18,,
TWIST19X,,
ESCAPE1,,
ESCAPE2,,
ESCAPE3,,
ESCAPE4,,
ESCAPE5,,
ESCAPE6,,
ESCAPE7,,
ESCAPE8,,
ESCAPE9,,
ESCAPE10,,
ESCAPE12,,
LEAVE1,,
LEAVE2,,"An ""ejar"" set -- ZJO"
LEAVE3,,
LEAVE4,,
LEAVE5,,
LEAVE6,,
LEAVE7,,
LEAVE8,,
LEAVE9,,
LEAVE10,,
LEAVE11,,
LEAVE12,,
LEAVE13X,,
LEAVE14X,,
LEAVE15X,,
LEAVE16X,,
LEAVE17X,,
ENTER1,,
ENTER2,,
ENTER4,,
ENTER6,,
ENTER8,,
ENTER9,,
COUGH1,,
COUGH1.5,,
COUGH2,,
COUGH3X,,
COUGH4X,,
COUGH5,,"a pytym set, where pytym probably originally meant something like 'cover', and was extended to 'close', 'blick', 'choke', 'cough'; it would probably good to deep drill this, perhaps under choke.  -- LDM"
SWALLOW1,,
SWALLOW2,,
SWALLOW3,,
SWALLOW4,,
SWALLOW5X,,
SWALLOW6X,,
CAPTURE1,,
CAPTURE2,,
CAPTURE3,,
CAPTURE5X,,
CAPTURE6,,
APPEAR2,,"A ""jekwaβ"" set -- ZJO"
APPEAR3,,
APPEAR4X,,
APPEAR5X,,
APPEAR6,,
APPEAR7,,
APPEAR8,,
DISAPPEAR1,,
DISAPPEAR2,,
DISAPPEAR3,,
DISAPPEAR4,,
DISAPPEAR5X,,
DISAPPEAR6X,,
LOSE WAY1,,
LOSE WAY2,,
LOSE WAY3X,,
LOSE WAY4X,,
LOSE (ONESELF)1,,"A ""kaɲem"" set -- ZJO"
LOSE (ONESELF)2,,
LOSE (ONESELF)3,,
LOSE (ONESELF)4,,
LOSE (ONESELF)5,,
LOSE (ONESELF)6,,
HELP1,,
HELP2,,
HELP3X,,
HELP4,,
HELP5,,
HELP6,,
HELP7,,
HELP8,,
HELP9,,
HELP10,,
FEAR1,,"A ""kɨjé"" set -- ZJO"
FEAR2,"COMPOUND, GEN","A ""sɨ+kɨjé"" compound set with metathesized form ""kɨsɨjé"" -- ZJO"
FEAR3,"COMPOUND, GEN","A ""kɨsɨjé"" set that is the metathesized version of FEAR2.  FEAR2 also includes these forms -- ZJO"
FEAR4,"COMPOUND, GEN","A ""sɨ+kɨsɨjé"" complex set consisting of metathesized form from FEAR3 -- ZJO"
FEAR6,,"A ""sɨj"" set that may be related via sound symbolism to the first element in the complex sets FEAR2, FEAR3 & FEAR4 -- ZJO"
FEAR7,,
FEAR8,,
FEAR9X,,
FEAR10,,
FEAR11X,,
FEAR12,,
FEAR13,,
FEAR14,,
FEAR15,,
FEAR16X,,
FEAR17 ,,
FEAR18X,,
FEAR19X,,
FEAR20X,,
FEAR21,,
SCARE1,,"A ""piɾiŋ"" set -- ZJO"
SCARE2,,
SCARE3,,
SCARE4,,
SCARE5,,
SCARE6,,
SCARE7,,
SCARE8,"COMPOUND, GEN","A ""pwasem/kwasem"" set; a complex involving shout -- ZJO"
SCARE9X,,
SCARE10,,
SCARE13,,
SCARE14,,
BE ABLE1,,
BE ABLE2,,
BE ABLE3,,
BE ABLE4,,
BE ABLE5,,
BE ABLE6FUNCTX,,
BE ABLE7,,
BE ABLE8,,
BE ABLE9,,
BE ABLE10,,
BE ABLE11,,
BE ABLE12,,
BRING1,,"A ""ɾuɾ"" set, an old eroded causativized version of 'come' *uɾ -- ZJO"
BRING2,,
BRING3X,,
BRING4,,
PULL1,,"An ""ekɨj"" set -- ZJO"
PULL2,,
PULL4,,"A ""mutɨ"" set -- ZJO"
PULL5,,
PULL5.5,,
PULL6,,
PULL8,,
PULL9,,
PULL10,,
PULL11,,
PULL14,,
PULL15,,
PULL16,,
PULL17X,,
PULL18X,,
PULL19X,,
PULL20X,,
PULL21,,
PULL23,,
SHOOT1,,
SHOOT2,,
SHOOT3,,"An ""ɨwõ"" set -- ZJO"
SHOOT4,,
SHOOT5,,"An ""awɨ"" set -- ZJO"
SHOOT6,,
SHOOT7,,
SHOOT8,,
SHOOT9,,
SHOOT10,,
SHOOT11,,
SHOOT12,,
SHOOT13X,,
GRAB1,,"A ""pɨsɨk"" set -- ZJO"
GRAB3,,"A ""poʔó"" set, possibly a HAND+REMOVE compound set, but note TPN lost final /k/ in that account, which is unlikely -- ZJO"
GRAB4X,,
GRAB5,,
GRAB6,,
GRAB7,,
GRAB9,,
TAKE.OUT~REMOVE1,,An *ok set -- ZJO
TAKE.OUT~REMOVE2,,
TAKE.OUT~REMOVE3,"COMPLEX, GEN","A set consisting of old *ero-tsem, the causative plus the root for 'leave from, emerge'; in many languages the initial e of the causative is not attested, and the nasality of reflexes of *tsem induces nasalization of the r of the causative prefix. There is another causative pattern involving *tsem, with the distinct causative mo-, which is not included here -- ZJO"
TAKE.OUT~REMOVE4,,
TAKE.OUT~REMOVE5,"COMPLEX, GEN","causative and jump, however an independent formation from THROW - NCP"
TAKE.OUT~REMOVE6,"COMPLEX, GEN","causative and JUMP, however an independent formation from THROW. - NCP"
TAKE.OUT~REMOVE7,,
TAKE.OUT~REMOVE8,,
TAKE.OUT~REMOVE9,,
TAKE.OUT~REMOVE12X,,
TAKE.OUT~REMOVE14,,
TAKE.OUT~REMOVE15,,
TAKE.OUT~REMOVE16,,
TAKE.OUT~REMOVE17,,
TAKE.OUT~REMOVE18,,
TAKE.OUT~REMOVE19X,,
TAKE.OUT~REMOVE20X,,
TAKE.OUT~REMOVE21X,,
TAKE.OUT~REMOVE22,,
TAKE.OUT~REMOVE23,,
TAKE.OUT~REMOVE24,,
BEAT1,,"A ""nupã"" set -- ZJO"
BEAT4,,"A ""kwaɾ"" set -- ZJO"
BEAT5,,
BEAT6,,
BEAT7,,
BEAT3,,"A ""petek"" set -- ZJO"
BEAT8,,
BEAT9,,
BEAT10,,
BEAT11,,
BEAT13,,
BEAT14,,
BEAT15,,
BEAT16,,
BEAT17,,
BEAT18 ,,
BEAT19,,
BEAT20X,,
BEAT21,,
BEAT22,,
BEAT23X,,
BEAT24X,,
BEAT25,,
BEAT27X,,
FIGHT1,,
FIGHT2,,
FIGHT3,,
FIGHT4X,"COMPLEX, MED",An amotaɾ+eʔɨm LOVE+PRIVATIVE complex set -- ZJO
FIGHT5,,
FIGHT6,,
FIGHT7,,
FIGHT8,,
FIGHT9,,
FIGHT10,,
FIGHT11,,
FIGHT12,,
FIGHT13,,
FIGHT14,,
FIGHT15,,
FIGHT16,,
FIGHT17,,
FIGHT18X,,
FIGHT19,,
REACH1,,
REACH3,,
REACH4,,
REACH5,,
REACH6,,
REACH7,,
REACH8,,
REACH9X,,
HABER1,,
HABER2,,
HABER3,,
HABER4,,
HABER5,,
HABER6FUNCTX,,
HABER6.5,,
HABER7,,
HABER8,,
HABER9,,
HAVE1,"COMPOUND, GEN","a reko set
probably a compound of the comitative causative and live. I have copied the forms to LIVE1- NCP"
HAVE2FUNCTX,,
HAVE3,,
HAVE4,,
GIVE1,,"A ""meʔeŋ"" set -- ZJO"
GIVE1.5,"COMPLEX, GEN","causative + GO1. - NCP

it would be good to eventually collect forms meaning 'send', since these probably participate in this set. -- LDM

"
GIVE2,"COMPOUND, GEN",? plus GIVE1 -- ZJO
GIVE3,,
GIVE4,,
GIVE6X,,
GIVE8X,,
GIVE8,"COMPLEX, IND",causative + COME1 
GIVE10,,
GIVE11,,
GIVE12X,,
GIVE13,,
GIVE14,,
THROW2,"COMPLEX, GEN",
THROW1,,
THROW3,,
THROW4,,"An ""ejtɨk"" set -- ZJO"
THROW5,,
THROW6,,
THROW7,,
THROW8,,
THROW10,,
THROW11X,,
THROW12X,,
THROW13X,,
THROW14X,,
GET USED TO1,,
GET USED TO2,,"Possibly an old compound analogous to ""know it like the back of your hand"". -- ZJO"
GET USED TO3,,"A ""βɨʔar"" set -- ZJO"
GET USED TO4,,
GET USED TO5,,
GET USED TO6,,
GET USED TO7,,
TEACH1,"COMPLEX, GEN","An mbo'e set -- ZJO

NCP: This is a lexicalized reflex of causative + SAY. 
----
as soon as this is populated it should be copied to SAY
	-pagouritsa itsnoneofyourbusiness"
TEACH2,,
TEACH3,,
TEACH4,,
TEACH5,,
TEACH6,,
TEACH8,"COMPLEX, GEN",
TEACH9,,
TEACH10,,
TEACH11,,
DECEIVE1,,"An ""apu"" set -- ZJO"
DECEIVE2,,
DECEIVE3,,
DECEIVE4,,
DECEIVE5,,
DECEIVE6,,
DECEIVE6.5,,
DECEIVE7,,
DECEIVE8,,
DECEIVE8.5,,
DECEIVE9,,"An ""moʔem"" set -- ZJO"
DECEIVE10,,"An ""(i)temon"" set -- ZJO"
DECEIVE11,,"An ""ite"" set -- ZJO"
DECEIVE12,,"A ""me"" set -- ZJO"
DECEIVE13,,
DECEIVE14,,
DECEIVE15,,
DECEIVE16,,
DECEIVE17,,
DECEIVE18,,
DECEIVE19,,
DECEIVE20,,
DECEIVE21,,
DECEIVE22,,
DECEIVE23X,,
DECEIVE24,,
DECEIVE25,,
DECEIVE26X,,
DECEIVE27,,
SHARPEN1X,,"If we had an etymon POINT~TIP, OMG 'sapua' would also go there. -- ZJO"
SHARPEN2X,,
SHARPEN3X,,
SHARPEN4X,,
FORGET1,,
FORGET2,,
FORGET4,,
FORGET5,,
FORGET6,,
KNOW1,,
KNOW2X,,
LOOK FOR1,,
LOOK FOR2,,
LOOK FOR3,,
LOOK  FOR3.5,,
LOOK FOR4,,
LOOK FOR5,,
LOOK FOR7,,
LOOK FOR8,,
LOOK FOR9,,
LOOK FOR10,,
LOOK FOR12X,,
LOOK FOR13,,
LOOK FOR14,,
LOOK FOR15,,
LOOK FOR16X,,
LOOK1,,"A ""maʔẽ"" set -- ZJO"
LOOK3,,
LOOK4,,
LOOK5,,
LOOK6X,,
LOOK7,,
LOOK8,,
LOOK10X,,
LOOK11X,,
LOOK12X,,
LOOK13X,,
LOOK14X,,
SEE1,,"An ""epjak"" or ""etsak"" set -- ZJO"
SEE3,,
SEE4,,
SEE5,,
SEE6X,,
SEE7X,,
SEE8X,,
SEE9X,,
SEE10X,,
SEE11,,
MEET~ENCOUNTER1,,"A ""suβ"" set, with many *je-reflexivized forms meaning 'be born' -- ZJO"
MEET~ENCOUNTER2,,
MEET~ENCOUNTER3,"COMPOUND, GEN","An ""oβá+itĩ"" FACE+? compound set; in some languages the initial form looks more like *suβ from MEET~ENCOUNTER1, but this is probably b/c of an *o>u change -- ZJO"
MEET~ENCOUNTER4,,
MEET~ENCOUNTER5,,
MEET~ENCOUNTER7,,
MEET~ENCOUNTER8,,
MEET~ENCOUNTER9,,
MEET~ENCOUNTER10,,
MEET~ENCOUNTER11,,
MEET ~ ENCOUNTER12,,
MEET~ENCOUNTER6X,,
REMEMBER1,,"A ""manduʔaɾ"" set -- ZJO"
REMEMBER2,,
REMEMBER3,,"An ""aʔu"" set -- ZJO"
REMEMBER4,,
REMEMBER5,,
REMEMBER6,,make this a maʔẽ set? - NCP
REMEMBER7X,,
THINK1 ,,
THINK2,,
THINK4,,
THINK5,,
THINK6,,"A ""rog"" set -- ZJO"
THINK7,,
THINK8X,,
THINK9,,
THINK10,,
THINK12,,
THINK13X,,
THINK14X,,
THINK15,,
THINK16,,
THINK17,"COMPLEX, GEN",wan + tup (hear) set. - NCP
THINK18,,
WANT1,,"A ""sej"" set -- ZJO"
WANT2,,
WANT3,,
WANT4,,
WANT5,,
WANT6,,
WANT7,,
WANT8,,
WANT9,,
WANT10,,
WANT11,,
WANT12,,
WANT13,,
LIKE2,,
LIKE3,,
LIKE4,,
LIKE5,,
LIKE6X,,
LIKE7,,
LIKE8X,,
LIKE9,,
LIKE10,,
LIKE11,,
LOVE1,,"An ""aʔɨtsuβ"" set -- ZJO"
LOVE2,,
LOVE3,,
LOVE4,,
LOVE5X,,
LOVE6,,
LOVE8,,
LOVE9,,
COPULATE1,,"A ""menó"" set; appears to be a transitive verb which denotes an activity in which intercourse is not mutual -- ZJO
- Perhaps related to /men/ 'husband' --SM
"
COPULATE2,,
COPULATE3,,
COPULATE4,,
COPULATE5,,
COPULATE6X,,
COPULATE7,,
COPULATE8,,
COPULATE9X,,
COPULATE10,,
COPULATE11,,
BELIEVE1,,
BELIEVE2,,
BELIEVE3,,"A ""ɾoβiaɾ"" set -- ZJO"
BELIEVE4,,
BELIEVE5,,
BELIEVE6,,
BELIEVE7X,,
BELIEVE8,,
BELIEVE9,,
BELIEVE10,,
BELIEVE11,,
BELIEVE12,,
OBEY1,,
OBEY2,,
OBEY3,,
OBEY4,,
OBEY5X,,
OBEY6,,
ORDER1,,"A ""pwaj/kwaj"" set -- ZJO"
ORDER2,,
ORDER4,,
ORDER5,,
HEAR1,,
HEAR3X,,
HEAR4,,
HEAR5,,
HEAR7X,,
HEAR8X,,
HEAR9X,,
FOLLOW1,,
FOLLOW2,,
FOLLOW3,,
FOLLOW3.5,,
FOLLOW4,,
FOLLOW5,,
FOLLOW6,,
FOLLOW7X,,
FOLLOW8,,
FOLLOW9,,
FOLLOW10X,,
FOLLOW11,,
FOLLOW12,,
FOLLOW13X,,
RESPOND1,,
RESPOND3,,
RESPOND4,,
RESPOND5,,
RESPOND6,,
RESPOND7X,,
RESPOND8,,
SING1,,
SING3,,
SING6X,,
SING7,,
SING8,,
SING10,,"this may be an old compound SPEAK + SHAMANIC POWER (=karai), see forms in TPN, karai forms in Guarani -- LDM"
SING11,,
SING12,,
SING13X,,
SING14X,,
ASK FOR1,,"A ""yerure"" set -- ZJO"
ASK FOR2,"COMPOUND, GEN","A ""por+anduβ"" PEOPLE+PERCEIVE compound set, cf. ASK.FOR3 -- ZJO
"
ASK FOR3,,"An ""anduβ"" set -- ZJO
different from entup set in hear. one is entup and the other anduw. - NCP"
ASK FOR4,,
ASK FOR5,,
ASK FOR6,,
ASK FOR7,,
ASK FOR8,,
ASK1,,
ASK2,,
ASK3,,
CALL1,,this probably meant summon - NCP
CALL1.5,,"this probably meant call somebody's name, address someone- NCP"
CALL2,,
CALL4,,
CALL5,,
CALL6X,,
CONVERSE1,,
CONVERSE2,,
CONVERSE3,,
CONVERSE4,"COMPLEX, IND",
CONVERSE5,,
TELL STORY1,,
TELL STORY2,,
TELL STORY3,,
TELL STORY4,,Do we think they're related to SPEAK or GIVE? -- ZJO
TELL STORY5,,
TELL STORY6X,,
TELL STORY7 ,,
TELL STORY8X,,
SAY1,,"An ""eʔú"" set -- ZJO"
SAY2,,"An ""ʔé~ʔi"" set -- ZJO"
SAY3,,"An ""aɨwu"" set -- ZJO"
SAY4,,
SAY5,,
SAY6,,same as say 7? - NCP
SAY7,,
SAY8X,,
SAY9X,,
SAY10,,
SPEAK1,,a ŋgeta set. - NCP
SPEAK2,,"A ""jeʔeŋ"" set -- ZJO
"
SPEAK3,,
SPEAK4,,
SPEAK6,,
SPEAK7,,
SPEAK8X,,
EMIT NOISE1,,"A ""pu"" set -- ZJO
There may be an old relationship with THUNDER2, but we keep them separate for now. - NCP"
EMIT NOISE1.5,"COMPLEX, GEN","An ""ambu"" set, probably meaning to create noise through the mouth (breathe, snore, moan), probably deeply related to ""pu"" NOISE -- ZJO"
EMIT NOISE2X,,
EMIT NOISE4,,
EMIT NOISE5,,
EMIT NOISE6X,,
EMIT NOISE7,,
EMIT NOISE8,,
IMITATE1,"COMPOUND, GEN","An ""a+aŋ"" ?+SHADE compound, crucially different than SPIRIT compound also based on SHADE, which has medial glide /j/ and not glottal stop that results here; copied to SHADE -- ZJO"
IMITATE2 ,,
IMITATE3X,,
IMITATE4,,
DANCE1,,
DANCE2,,"A ""poɾasej"" set -- ZJO"
DANCE3,,
DANCE4,,
DANCE5,LOAN,
DANCE6,,
DANCE7,,
DANCE8.5X,,
DANCE9,,
DANCE10,,
DANCE11,,
DANCE13,LOAN,
DANCE14X,,
DANCE15,,
DANCE16,,
DANCE17,,
WAKE UP1,,"A ""pa(k)"" set -- ZJO"
WAKE UP2,,
WAKE UP3,,
WAKE UP5,,
WAKE UP6,,
WAKE UP7,,
SLEEP1,,"A ""ke(r)"" set -- ZJO"
SLEEP2,,
SLEEP3,,
SLEEP5,,
SLEEP6,,
SLEEP7X,,
SLEEP8X,,
SLEEP9X,,
SLEEP10X,,
LAUGH1,,"A ""puk"" set (*puká)-- ZJO"
LAUGH1.5,,"A ""jaj"" set -- ZJO"
LAUGH2,,
LAUGH3,,
LAUGH4,,
LAUGH4.5,,
LAUGH5X,,
LAUGH6X,,
LAUGH7X,,
SMILE1,"COMPOUND, GEN",mouth + happy - NCP
SMILE2,,
SMILE3,,
CRY1,,
CRY2,,A *jaseʔó set -- ZJO
CRY2.5,,"An ""asẽ"" set -- ZJO"
CRY3,,A *jaʔok (?) set -- ZJO
CRY4,,
CRY6,"COMPOUND, MED","An ""esa+ɨ"" EYE+WATER compound set -- ZJO"
CRY8,,
CRY9,,
CRY10X,,
CRY11X,,
CRY12X,,
CRY13X,,
CRY14X,,
CRY15,,
CRY16,,
MOURN1,,
MOURN2,,
MOURN3,,
MOURN4,,
MOURN5X,,This could warrant deep drilling for the meaning suffer. - ZJO
MOURN6,,
BE SAD1,,
BE SAD2,"COMPLEX, MED",
BE SAD3,,"A ""βɨʔa/mɨʔa"" set possibly related to LIVER1 but not obviously so -- ZJO"
BE SAD4,"COMPLEX, MED",
BE SAD5,"COMPLEX, MED",
BE SAD6,,
BE SAD7,,
BE SAD8,,
BE SAD9,,
BE SAD10,,
BE SAD11,,"A ""rur"" set -- ZJO"
BE SAD12,,
BE SAD13,,
BE SAD14,,
BE SAD16,,"An ""oka"" set -- ZJO"
BE SAD17,,
BE SAD18,,
BE SAD19,,
BE SAD20,,
BE SAD22,,
BE SAD23,,
BE SAD24,,
BE SAD25,,
BE SAD26X,,
BE SAD27,"COMPOUND, GEN",face + pain/sick - NCP
BE SAD28,"COMPOUND, GEN",face + long - NCP
BE THIRSTY1,"COMPOUND, GEN","An ""ɨʔ+ʔu+sej+ WATER+INGEST+WANT three-way compound set -- ZJO"
BE THIRSTY2,"COMPOUND, GEN","An ""ʔu+sej"" INGEST+WANT two-way compound set -- ZJO"
BE THIRSTY3,,
BE THIRSTY4,,
BE THIRSTY5X,,
DEFECATE1,,"A ""poti"" set -- ZJO"
DEFECATE2,,"A ""kaʔaβ"" set -- ZJO"
DEFECATE3,,
DEFECATE4,,
DEFECATE5,,
DEFECATE6,LOAN,From Spanish? -- ZJO
DEFECATE7,,
URINATE1,,
URINATE2,,This is a tɨɨ-asɨ 'need to urinate' set; this should deep drilled and ultimately turned into a URINE set
URINATE3X,,
URINATE4,,
URINATE5X,,
COOK1,,"A ""jɨβ"" 'be cooked' set -- ZJO"
COOK2,,
COOK3,,
COOK4,,
COOK5,,
COOK6,,
COOK7,,
COOK8,,
COOK9X,,
COOK10,"COMPOUND, IND",
EAT1,,"An ""ʔu"" set, that probably meant 'ingest' -- ZJO

food is deverbal nominalizer+eat - NCP"
EAT2,,"A ""karu"" set -- ZJO"
EAT3X,,
EAT4,,
EAT5,,"A ""wa"" set -- ZJO"
EAT6X,,
EAT7X,,
EAT8X,,
EAT9X,,
DRINK1,,
DRINK2,"COMPOUND, MED","An ""ʔɨ+ʔu"" WATER+EAT(INGEST) compound set -- ZJO"
DRINK4,,
DRINK5,,"An ""mbo+apy"" set, not related to BURN, but instead to intransitive ""apy"" meaning ""nunca acabar de"" in TPN -- ZJO

We should deep drill this -- LDM"
DRINK6,,
DRINK8X,,
DRINK9X,,
DRINK ALCOHOL1,,"A complex ""ka+ʔu"" ?+ingest set, which typically means something like 'drink cauim'.  Something is being incorporated here, but I can't find a relevant nominal root, and I wonder if it is related to POK *kai 'tree sap', since in many languages this verb can refer to drinking ""vinho"", or the liquid of a tree -- ZJO

History confirms Zach and this is a compound set of cawĩ alcoholic drink + ʔu eat, ingest. - NCP

On second thoughts (January 2019) we are not sure we can defend this compound in a paper. So for now we don't consider ka'u and kawi related.  - NCP"
DRINK ALCOHOL2,,
ROAST1,,
ROAST2,,"An ""esɨɾ"" set -- ZJO"
ROAST3,"COMPLEX, GEN","this is an emi+esyr set -- LDM

A ""miʃɨɾ"" set -- ZJO"
ROAST4,,
ROAST5,,
ROAST6,,
ROAST7,,
ROAST8,,
ROAST F.1,,
ROAST F.2,,
ROAST F.3,,
ROAST F.4,,
SMOKE FOOD1,,"A ""kaʔẽ"" set that originally meant 'be smoked/dried (of meat)' -- ZJO"
SMOKE FOOD2,,
BURN1,,"A ""kaj"" set that probably meant 'be in flames', where the subject was the entity undergoing burning -- ZJO"
BURN2,,"An ""apɨ"" set, which was probably something like a semelfactive predicate that meant 'catch fire', where subject was the entity that came to be in flames -- ZJO"
BURN3,,
BURN3.5,,
BURN4,,
BURN5X,,
BURN6X,,
BURN7X,,
BURN8,,
BURN10,,
BURN11,,
BURN12X,,
BURN13X,,
BURN14X,,
FLAME(V)1,,"An ""endɨ"" set, the subject of which was 'fire' itself -- ZJO"
FLAME(V)2,,
FLAME(V)3,,
FLAME(V)4,,
FLAME(V)5,,
LIGHT(V)1,,
LIGHT(V)2,,
LIGHT(V)3,,"A ""mondɨk"" set, not to be confused with ""mo+endɨ"", a transitive verb whose object was '(cooking) fire' -- ZJO"
LIGHT(V)4,,
LIGHT(V)5,,
LIGHT(V)6,,
LIGHT(V)7,,
LIGHT(V)8,,
LIGHT(V)9,,
LIGHT(V)10,,
SHINE1,,"A ""βeɾaβ"" set 'shine', of many kinds of objects, probably involving some kind of reflection -- ZJO"
SHINE2,,
SHINE3,,
SHINE4,,
SHINE5,,
SHINE6X,,
SHINE7X,,
ILLUMINATE1,,"An ""(e)sapé"" set, 'shine light on' -- ZJO"
ILLUMINATE2,,
ILLUMINATE3,,
ILLUMINATE4,,
ILLUMINATE5,,
ILLUMINATE6,,
ILLUMINATE7,,
FRY1,,"A ""sɨɾɨɾɨk"" set -- ZJO"
FRY2,,
FRY3,,
FRY4,,
FRY5,,
FRY6,,
BOIL1,,"A ""pupuɾ"" set, that probably meant 'boil' (i.e., of water) -- ZJO"
BOIL2,,"A ""mõj"" set, that probably meant 'be boiled' (of a boiled object, and not water, e.g.) -- ZJO"
BOIL3,,
BOIL4,,
BOIL5,,
BOIL6,,
BOIL7,,
BOIL8X,,
BUBBLE1,,"A ""βuɾ"" set, suspiciously similar to BOIL1 ""pupuɾ"" set -- ZJO"
BUBBLE2X,,
SWELL1,,"A ""ɾuɾu"" set -- ZJO"
SWELL3,,"A ""puŋɡá"" set -- ZJO"
SWELL4,,
SWELL6,,
SWELL6.5,,
SWELL7 ,"COMPLEX, MED","A complex reduplicated set, which otherwise lives in BUBBLE -- ZJO"
SWELL8,,
SWELL9X,,
STRAIN1,,"A ""mowaβ"" set -- ZJO"
STRAIN3,,
STRAIN4,,
STRAIN5X,,
STRAIN6,,
STRAIN7,,
STRAIN9,,
STRAIN10,,
STRAIN11,,
MIX1,,
MIX2,,
MIX3,,
MIX4,,
MIX5,,"A ""jeʔá"" set -- ZJO"
MIX6,,"An ""m(b)o(yo)paɾ"" set -- ZJO"
MIX7,,"A ""pɨβuɾ"" set -- ZJO"
MIX8,,"A ""waɾá"" set -- ZJO"
MIX9,"COMPOUND, IND","An ""ɨ+kwar"" WATER+BEAT compound set -- ZJO"
MIX10X,,
MIX11,,"A ""na(n)"" set -- ZJO"
MIX12,,
MIX13,,
MIX14,,
MIX15,,
MIX16,,
MIX17,,
MIX18,,
MIX19,,
MIX20X,,
MIX21X,,
MIX22X,,
MIX23X,,
DRAW1,,
DRAW2,,
PAINT1,,
PAINT3,,
PAINT5,,
PAINT6,,
PAINT7,,
PAINT8,,
PAINT8.5X,,
PAINT9X,,
PAINT10X,,
DYE1,,"A ""waŋ"" set -- ZJO"
DYE1.5,,
DYE2X,,
DYE3X,,
DYE4X,,
DYE5X,,
DYE6X,,
DYE7X,,
DYE8X,,
DYE9X,,
DYE10X,,
DYE11X,,
DYE12X,,
ADORN~DECORATE1,,"A ""jewak"" set, possibly a reflexivized version of DYE1, although note difference in final consonant -- ZJO"
ADORN~DECORATE2,,
ADORN~DECORATE3,,
ADORN~DECORATE4,,
ADORN~DECORATE5X,,
ADORN-DECORATE6,,
ADORN-DECORATE7,,
ADORN-DECORATE8,,
ADORN-DECORATE9,,
GROW1,,"A ""kakuwaβ"" set -- ZJO"
GROW2,,
GROW3,,
GROW4,,
GROW5,,
GROW6X,,
GROW7,,
GROW8,,
GROW9,,
GROW10,,
GROW11X,,
GROW12,,
GROW13,,
GROW14,,
GROW15,,
GROW16,,
GROW17,,
GROW18,,
GROW19X,,
GROW20X,,
GROW22,,
HEAL1,,"A ""kwer"" set -- ZJO"
HEAL2,,
HEAL3,,
HEAL4X,,
HEAL6,,
HEAL7,,
HEAL8,,
HEAL9,,
HEAL10,,A 'mo+katu' (CAUS+good) set -- WNS.
PASS1,,"A ""kwaβ"" set -- ZJO
"
PASS2,,"A ""pwan"" set. It contains a consonant initial root meaning pass and a complex from prefixed with ã- which means fast. -- ZJO"
PASS3,,
PASS4,,
PASS5,,
PASS6,,
PASS7X,,
PASS8X,,
PASS9X,,
PASS10,,
CROSS1,,
CROSS2,,
CROSS3,,
CROSS4,,
STAB1X,,
PIERCE1,,A *kutuk set -- ZJO
PIERCE1.5,,"An *atɨká set -- ZJO

no apparent cognate in Mbyá, Tapiete -- LDM "
PIERCE2,,
PIERCE3,,
PIERCE4X,,
PIERCE5,,"A *sok set -- ZJO

There are complex issues affecting reflexes of PTG *ts (and possibly *tʃ), such as possible morphological conditioning of sound changes, that make precise determination of how modern forms in different daughter language relate to each other. It is clear, however, that there are forms like *tsok, *yotsok, *tsotsok. In the case of *yotsok, we get reflexes like zog in EME, contrasting with forms like sok (<*tsok)"
PIERCE6,,"A *pi set, probably originally referring to the stinging of insects and related animals -- ZJO"
PIERCE8X,,
PIERCE9,,
PIERCE10,,
SEW1,"COMPLEX, GEN","A ""βɨβɨk"" set.  This is an old reduplicated version of ""βɨk"" TOUCH (see evidence for that in Tapirapé), and in many languages the word for 'sew' contains the last surviving reflex of the old TOUCH root, so all SEW forms in this row have been copied down to TOUCH.  I wanted it to count as evidence for subgrouping, so I considered it a compound  -- ZJO"
SEW3,,
SEW4,,
